#1 AntPos X	#2 AntPos Y	#3 Distance form nest	
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.0468544	-0.031351	0.0563757
0.12259	-0.0756662	0.144061
0.201387	-0.125069	0.237063
0.28295	-0.176061	0.333254
0.353079	-0.238281	0.425961
0.425187	-0.302891	0.522041
0.487153	-0.363458	0.607799
0.55746	-0.425872	0.701519
0.625663	-0.49421	0.797307
0.687613	-0.557845	0.885439
0.749498	-0.62551	0.976223
0.813268	-0.696692	1.07088
0.882222	-0.770275	1.17117
0.948203	-0.843426	1.26904
1.01442	-0.917924	1.36807
1.07928	-0.990614	1.46498
1.15592	-1.07483	1.57842
1.23402	-1.16788	1.69904
1.30691	-1.25661	1.81304
1.37198	-1.34249	1.91953
1.43641	-1.43894	2.03318
1.48963	-1.53423	2.13842
1.53458	-1.62733	2.23677
1.57951	-1.71041	2.32816
1.60027	-1.79238	2.40281
1.62416	-1.88281	2.48654
1.64414	-1.97255	2.56791
1.65773	-2.05789	2.64253
1.67332	-2.15593	2.72911
1.68821	-2.25697	2.8185
1.70349	-2.36024	2.91078
1.71771	-2.46087	3.00107
1.74372	-2.56269	3.09966
1.77759	-2.66002	3.1993
1.79793	-2.76224	3.29583
1.8109	-2.87235	3.39555
1.82128	-2.98198	3.49417
1.82323	-3.08957	3.58743
1.81817	-3.19414	3.67536
1.80828	-3.29261	3.75648
1.80187	-3.38581	3.83542
1.79811	-3.48368	3.92036
1.78888	-3.57145	3.99441
1.77635	-3.66511	4.07289
1.7718	-3.76506	4.16113
1.76728	-3.86502	4.2499
1.77334	-3.97186	4.34976
1.77762	-4.07254	4.44359
1.7627	-4.16629	4.52383
