#1 AntPos X	#2 AntPos Y	#3 Distance form nest	
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.0422727	0.0370976	0.0562424
0.099011	0.0923746	0.135411
0.161113	0.152215	0.221646
0.223072	0.216472	0.31084
0.279821	0.283966	0.398669
0.338745	0.356899	0.492062
0.401384	0.435235	0.592063
0.462693	0.513762	0.691402
0.523974	0.591358	0.790097
0.581105	0.673237	0.889343
0.643902	0.757364	0.994088
0.703072	0.843859	1.09837
0.765767	0.93562	1.20904
0.814635	1.02063	1.30587
0.86457	1.11741	1.41283
0.917219	1.21631	1.52339
0.965903	1.30617	1.62452
1.01238	1.39201	1.72122
1.03515	1.47839	1.80477
1.05948	1.57289	1.89644
1.08799	1.65929	1.98418
1.12361	1.74358	2.07426
1.15903	1.83269	2.16843
1.18651	1.92476	2.26109
1.21229	2.01811	2.35423
1.24119	2.1069	2.44531
1.27017	2.19321	2.53446
1.2884	2.29474	2.6317
1.30801	2.39634	2.73008
1.32847	2.49137	2.82343
1.34984	2.58877	2.91956
1.37717	2.69661	3.02792
1.4081	2.79753	3.13192
1.43183	2.91006	3.24324
1.45398	3.01492	3.3472
1.48647	3.124	3.45962
1.52165	3.22419	3.56522
1.55697	3.32203	3.66879
1.59451	3.41528	3.76917
1.62731	3.53414	3.89079
1.64944	3.64079	3.997
1.67307	3.74386	4.10069
1.69152	3.85612	4.2108
1.71229	3.95975	4.31411
1.73377	4.0733	4.42693
1.7591	4.1721	4.52779
1.78618	4.2719	4.63029
1.81156	4.36547	4.72642
1.83959	4.45326	4.81826
1.86535	4.54466	4.91258
1.88555	4.6355	5.00431
1.90489	4.73043	5.09957
1.92507	4.82419	5.1941
1.95243	4.9149	5.2885
1.97974	5.00373	5.38114
2.00636	5.08602	5.46746
2.04782	5.16771	5.55867
2.08292	5.25146	5.64946
2.11291	5.34485	5.74733
2.15793	5.44196	5.8542
2.20254	5.5358	5.95787
2.24328	5.62122	6.0523
2.27467	5.70827	6.14479
2.28867	5.79349	6.22917
2.29688	5.89219	6.32404
