#1 AntPos X	#2 AntPos Y	#3 Distance form nest	#4 Total Distance	#5 Total Y Distance
9.81949e-05	-0.0475968	0.0475969	0.0475969	-0.0475968
-0.000220225	-0.132467	0.132468	0.132468	-0.132467
0.00184638	-0.221199	0.221206	0.221206	-0.221199
-0.022859	-0.307682	0.30853	0.30853	-0.307682
-0.0433965	-0.396458	0.398826	0.398826	-0.396458
-0.0573866	-0.511149	0.51436	0.51436	-0.511149
-0.077497	-0.621964	0.626774	0.626774	-0.621964
-0.0925887	-0.716579	0.722536	0.722536	-0.716579
-0.101908	-0.817329	0.823657	0.823657	-0.817329
-0.103847	-0.919735	0.925579	0.925579	-0.919735
-0.116325	-1.02127	1.02787	1.02787	-1.02127
-0.121675	-1.12248	1.12906	1.12906	-1.12248
-0.119495	-1.2267	1.23251	1.23251	-1.2267
-0.122536	-1.32814	1.33378	1.33378	-1.32814
-0.120206	-1.43036	1.4354	1.4354	-1.43036
-0.107552	-1.52816	1.53194	1.53194	-1.52816
-0.0879722	-1.62765	1.63003	1.63003	-1.62765
-0.0716366	-1.72796	1.72945	1.72945	-1.72796
-0.0618932	-1.82048	1.82153	1.82153	-1.82048
-0.0643928	-1.91753	1.91862	1.91862	-1.91753
-0.0591848	-2.01178	2.01265	2.01265	-2.01178
-0.0476189	-2.11529	2.11582	2.11582	-2.11529
-0.036528	-2.21611	2.21641	2.21641	-2.21611
-0.0343755	-2.31507	2.31533	2.31533	-2.31507
-0.0334086	-2.41747	2.4177	2.4177	-2.41747
-0.0409133	-2.52057	2.5209	2.5209	-2.52057
-0.0471747	-2.62092	2.62135	2.62135	-2.62092
-0.0470068	-2.72512	2.72553	2.72553	-2.72512
-0.0457599	-2.82133	2.8217	2.8217	-2.82133
-0.0374782	-2.94017	2.94041	2.94041	-2.94017
-0.0398936	-3.04299	3.04325	3.04325	-3.04299
-0.0396048	-3.15355	3.1538	3.1538	-3.15355
-0.0309446	-3.25636	3.2565	3.2565	-3.25636
-0.0361193	-3.34615	3.34634	3.34634	-3.34615
-0.0393136	-3.44113	3.44135	3.44135	-3.44113
-0.0381363	-3.54551	3.54572	3.54572	-3.54551
-0.0272705	-3.64644	3.64655	3.64655	-3.64644
-0.0163089	-3.7466	3.74664	3.74664	-3.7466
0.0107974	-3.86036	3.86038	3.86038	-3.86036
0.0226727	-3.97858	3.97865	3.97865	-3.97858
0.0228009	-4.09193	4.09199	4.09199	-4.09193
0.019017	-4.20283	4.20288	4.20288	-4.20283
0.0123131	-4.31273	4.31275	4.31275	-4.31273
0.0105215	-4.41636	4.41637	4.41637	-4.41636
0.011008	-4.50413	4.50414	4.50414	-4.50413
0.0108422	-4.59785	4.59787	4.59787	-4.59785
0.0103337	-4.69472	4.69473	4.69473	-4.69472
0.0154095	-4.79356	4.79359	4.79359	-4.79356
0.0194786	-4.89286	4.89289	4.89289	-4.89286
0.0331767	-4.98791	4.98802	4.98802	-4.98791
0.0363594	-5.09539	5.09552	5.09552	-5.09539
0.0372042	-5.19428	5.19441	5.19441	-5.19428
0.0452698	-5.30119	5.30138	5.30138	-5.30119
0.0491936	-5.40496	5.40518	5.40518	-5.40496
0.0502355	-5.50707	5.5073	5.5073	-5.50707
0.046905	-5.62024	5.62043	5.62043	-5.62024
0.0365308	-5.72571	5.72583	5.72583	-5.72571
0.0294208	-5.82952	5.8296	5.8296	-5.82952
0.0281084	-5.9248	5.92487	5.92487	-5.9248
0.0301542	-6.03715	6.03723	6.03723	-6.03715
0.0319994	-6.1421	6.14219	6.14219	-6.1421
0.0438341	-6.24841	6.24857	6.24857	-6.24841
0.0527742	-6.34991	6.35013	6.35013	-6.34991
0.0584271	-6.4592	6.45947	6.45947	-6.4592
0.0565894	-6.57369	6.57393	6.57393	-6.57369
0.0543525	-6.68929	6.68951	6.68951	-6.68929
0.054573	-6.79235	6.79257	6.79257	-6.79235
0.0486519	-6.8912	6.89137	6.89137	-6.8912
0.0422589	-6.9971	6.99723	6.99723	-6.9971
0.0345247	-7.09981	7.09989	7.09989	-7.09981
0.0243487	-7.206	7.20604	7.20604	-7.206
0.0145955	-7.31667	7.31668	7.31668	-7.31667
0.00967928	-7.40868	7.40869	7.40869	-7.40868
0.0121698	-7.50402	7.50403	7.50403	-7.50402
0.013397	-7.60422	7.60423	7.60423	-7.60422
0.00222785	-7.71691	7.71691	7.71691	-7.71691
-0.00708707	-7.82282	7.82282	7.82282	-7.82282
-0.0172919	-7.92931	7.92933	7.92933	-7.92931
-0.0270587	-8.03141	8.03146	8.03146	-8.03141
-0.0322152	-8.12023	8.12029	8.12029	-8.12023
-0.0346218	-8.21207	8.21214	8.21214	-8.21207
-0.0380729	-8.3124	8.31249	8.31249	-8.3124
-0.0361981	-8.41292	8.413	8.413	-8.41292
-0.0435163	-8.51034	8.51045	8.51045	-8.51034
-0.0549847	-8.62156	8.62174	8.62174	-8.62156
-0.0564591	-8.72543	8.72561	8.72561	-8.72543
-0.0572551	-8.82689	8.82708	8.82708	-8.82689
-0.0451681	-8.92883	8.92895	8.92895	-8.92883
-0.0306292	-9.02627	9.02632	9.02632	-9.02627
-0.0238708	-9.11897	9.119	9.119	-9.11897
0.000311369	-9.22119	9.22119	9.22119	-9.22119
0.0182417	-9.30121	9.30122	9.30122	-9.30121
0.0474876	-9.39491	9.39503	9.39503	-9.39491
0.0766267	-9.47346	9.47377	9.47377	-9.47346
0.103018	-9.57052	9.57107	9.57107	-9.57052
0.103807	-9.67016	9.67072	9.67072	-9.67016
0.099395	-9.77153	9.77203	9.77203	-9.77153
0.0975464	-9.87306	9.87354	9.87354	-9.87306
0.0905278	-9.97489	9.9753	9.9753	-9.97489
0.0826943	-10.0771	10.0775	10.0775	-10.0771
0.0748508	-10.1757	10.176	10.176	-10.1757
0.0648486	-10.2855	10.2857	10.2857	-10.2855
0.0529389	-10.3847	10.3849	10.3849	-10.3847
0.0446417	-10.4792	10.4793	10.4793	-10.4792
0.0360784	-10.5729	10.5729	10.5729	-10.5729
0.0402116	-10.6662	10.6663	10.6663	-10.6662
0.0517895	-10.7541	10.7542	10.7542	-10.7541
0.0603861	-10.8534	10.8536	10.8536	-10.8534
0.0605118	-10.942	10.9422	10.9422	-10.942
0.0565232	-11.039	11.0391	11.0391	-11.039
0.0456646	-11.1301	11.1302	11.1302	-11.1301
0.0331655	-11.2301	11.2302	11.2302	-11.2301
0.0156792	-11.3145	11.3146	11.3146	-11.3145
0.0167759	-11.4048	11.4048	11.4048	-11.4048
0.0136439	-11.5059	11.5059	11.5059	-11.5059
-0.000312227	-11.6055	11.6055	11.6055	-11.6055
-0.0202658	-11.695	11.695	11.695	-11.695
-0.0402407	-11.786	11.7861	11.7861	-11.786
-0.0586629	-11.8939	11.8941	11.8941	-11.8939
-0.0677372	-12.0072	12.0074	12.0074	-12.0072
-0.0633812	-12.1028	12.1029	12.1029	-12.1028
-0.0610331	-12.2005	12.2006	12.2006	-12.2005
-0.0673934	-12.2947	12.2949	12.2949	-12.2947
-0.0777454	-12.3875	12.3878	12.3878	-12.3875
-0.0816189	-12.4882	12.4884	12.4884	-12.4882
-0.0890598	-12.5912	12.5916	12.5916	-12.5912
-0.092045	-12.6933	12.6936	12.6936	-12.6933
-0.0894321	-12.7939	12.7942	12.7942	-12.7939
-0.0962176	-12.894	12.8944	12.8944	-12.894
-0.108804	-12.9942	12.9947	12.9947	-12.9942
-0.113964	-13.0995	13.1	13.1	-13.0995
-0.115199	-13.2018	13.2023	13.2023	-13.2018
-0.11841	-13.3022	13.3027	13.3027	-13.3022
-0.11998	-13.414	13.4145	13.4145	-13.414
-0.116378	-13.521	13.5215	13.5215	-13.521
-0.101616	-13.6279	13.6282	13.6282	-13.6279
-0.077589	-13.7187	13.7189	13.7189	-13.7187
-0.0562566	-13.8039	13.804	13.804	-13.8039
-0.029982	-13.8954	13.8954	13.8954	-13.8954
-0.0160283	-13.9934	13.9935	13.9935	-13.9934
-0.00876377	-14.0974	14.0974	14.0974	-14.0974
-0.0131538	-14.19	14.19	14.19	-14.19
-0.0158935	-14.2839	14.2839	14.2839	-14.2839
-0.0130857	-14.3772	14.3772	14.3772	-14.3772
-0.0109915	-14.4788	14.4788	14.4788	-14.4788
