#1 AntPos X	#2 AntVel X	#3 AntPos Y	#4 AntVel Y	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0	0.0963647	0	-0.0612016	
0.00532199	0.10644	-0.00142375	-0.0284751	
0.0339078	0.571717	-0.00838458	-0.139217	
0.0603432	0.528708	-0.0195598	-0.223504	
0.0731088	0.255311	-0.0267236	-0.143276	
0.0934613	0.40705	-0.038375	-0.233029	
0.118467	0.50011	-0.0502202	-0.236902	
0.142759	0.485847	-0.0620104	-0.235805	
0.173563	0.616072	-0.0733965	-0.227723	
0.2115	0.758754	-0.0820266	-0.172602	
0.237084	0.511662	-0.0849876	-0.0592188	
0.269724	0.6528	-0.0939722	-0.179693	
0.299792	0.601373	-0.102151	-0.163574	
0.334019	0.684536	-0.104732	-0.051624	
0.358884	0.497307	-0.115068	-0.206713	
0.384469	0.511685	-0.134087	-0.380388	
0.410116	0.512941	-0.16246	-0.567465	
0.454571	0.889112	-0.189987	-0.550532	
0.493581	0.780193	-0.204217	-0.284601	
0.549545	1.11928	-0.209016	-0.0959862	
0.595938	0.92787	-0.208075	0.018836	
0.631336	0.707962	-0.209906	-0.0366211	
0.661076	0.594787	-0.238549	-0.572877	
0.690803	0.594554	-0.259911	-0.427227	
0.709528	0.374499	-0.269803	-0.197838	
0.728707	0.383566	-0.288329	-0.370516	
0.743509	0.296045	-0.305724	-0.347903	
