# AntVel X	# AntVel Y	# Speed	
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
0.0621163	0.0847397	0.105068
