# AntVel X	# AntVel Y	# Speed	
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
0.0997376	0.0475575	0.110496
