# AntVel X	# AntVel Y	# Speed	
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
0.0976502	-0.0782097	0.125109
