# AntVel X	# AntVel Y	# Speed	
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
0.0537163	0.00639618	0.0540957
