# AntVel X	# AntVel Y	# Speed	
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
0.0969199	-0.0551621	0.111518
