# AntVel X	# AntVel Y	# Speed	
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
0.0517174	-0.0267277	0.0582157
