#1 AntPos X	#2 AntPos Y	#3 Distance form nest	
0	0	0
0	0	0
0.0348041	-0.0402212	0.053189
0.085849	-0.0977295	0.130081
0.143691	-0.163434	0.217619
0.196184	-0.229781	0.302138
0.24656	-0.312032	0.397688
0.304108	-0.394713	0.498277
0.362409	-0.478003	0.599856
0.417825	-0.561499	0.699899
0.458355	-0.640719	0.787789
0.504382	-0.733174	0.889913
0.549214	-0.818346	0.985559
0.596071	-0.90412	1.08293
0.64103	-0.98864	1.17827
0.686703	-1.06985	1.27128
0.732345	-1.15441	1.36711
0.77745	-1.2354	1.45967
0.82893	-1.31503	1.55449
0.883716	-1.39347	1.65006
0.931122	-1.48055	1.749
0.977499	-1.56862	1.84826
1.01614	-1.64354	1.9323
1.05606	-1.72713	2.02441
1.10535	-1.81643	2.12631
1.14756	-1.90614	2.22492
1.18472	-1.99496	2.32023
1.22433	-2.08484	2.41775
1.25956	-2.17339	2.512
1.30108	-2.26897	2.61554
1.33941	-2.37394	2.72573
1.37969	-2.47719	2.83549
1.40849	-2.57238	2.93274
1.43141	-2.66535	3.0254
1.45262	-2.76657	3.12475
1.46863	-2.86149	3.21636
1.4798	-2.94363	3.29465
1.49274	-3.03607	3.38319
1.5063	-3.1314	3.47486
1.5255	-3.22881	3.57105
1.54234	-3.33649	3.67573
1.56211	-3.43729	3.7756
1.58881	-3.53536	3.87596
1.61297	-3.6345	3.97634
1.6359	-3.73349	4.07616
1.65062	-3.82832	4.169
1.66625	-3.92467	4.26374
1.68432	-4.02002	4.35861
1.70299	-4.12937	4.46675
1.71933	-4.23097	4.56696
1.73757	-4.33539	4.67062
1.75672	-4.44802	4.78235
1.77862	-4.5498	4.8851
1.80347	-4.65106	4.98848
1.83555	-4.73493	5.07827
1.86841	-4.82331	5.17255
1.89876	-4.9187	5.27247
1.91998	-5.00312	5.35887
1.93513	-5.08963	5.4451
1.95457	-5.18649	5.54256
1.97398	-5.28326	5.63998
1.99393	-5.38594	5.74318
2.01594	-5.48831	5.84684
2.03356	-5.58976	5.94818
2.05073	-5.68556	6.0441
2.06717	-5.78115	6.13962
2.07555	-5.875	6.23085
2.0814	-5.97095	6.32333
